Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,20,CS,53.11,47.64,55.56,95.97,72.39,3.68,82.23,65.45,D,19.80,Yes,Yes,Bachelor's,Low,6,4
Male,19,Business,54.38,93.56,89.63,99.76,74.83,0.32,50.85,96.49,F,13.90,No,Yes,N/A,Medium,2,6
Female,23,Business,71.60,86.15,65.08,59.89,87.90,1.61,85.16,80.33,F,8.50,No,Yes,Bachelor's,Medium,7,6
Male,19,Engineering,66.04,99.77,50.54,90.53,83.39,3.97,58.85,61.25,D,26.10,No,Yes,None,High,9,7
Female,23,Engineering,85.33,55.24,61.01,58.12,75.74,3.65,84.13,50.59,A,12.50,No,No,Bachelor's,Medium,9,6
Male,24,CS,93.51,69.27,54.77,72.85,84.02,2.79,50.53,86.19,A,6.70,No,Yes,N/A,Low,3,8
Male,23,CS,89.24,54.19,53.72,55.01,51.20,2.30,65.55,84.83,A,17.50,No,Yes,N/A,Medium,6,5
Male,18,CS,76.53,77.37,56.95,81.17,88.83,7.49,75.85,61.46,F,26.90,No,Yes,High School,Low,1,4
Female,20,Engineering,55.12,46.92,50.86,73.43,60.58,2.95,66.66,66.64,D,12.00,No,Yes,High School,Low,4,6
Female,23,Business,85.49,47.63,80.06,81.43,82.82,7.07,84.70,94.90,A,16.30,No,Yes,Bachelor's,Low,5,5
Female,20,Engineering,68.14,44.31,74.80,83.90,55.70,3.69,76.14,57.86,F,15.10,No,No,None,Low,9,7
Male,23,CS,54.28,81.62,78.91,80.97,55.72,8.02,97.98,91.77,C,6.20,Yes,Yes,PhD,Medium,3,6
Male,20,CS,92.12,69.64,60.62,74.81,51.78,1.67,67.89,58.46,A,26.70,Yes,Yes,High School,High,9,8
Female,19,Business,66.91,77.06,86.18,91.85,95.51,1.58,86.09,74.09,F,24.00,Yes,Yes,Bachelor's,Medium,5,4
Female,18,CS,60.91,92.76,47.78,77.58,80.23,6.80,91.79,74.95,D,7.40,No,Yes,High School,Medium,3,8
Male,23,Business,93.57,84.42,74.27,74.49,68.10,9.15,62.68,73.60,A,8.30,No,Yes,PhD,Medium,2,5
Male,21,Engineering,95.11,67.70,56.53,99.35,89.39,1.43,87.71,64.40,B,5.30,No,Yes,High School,High,9,7
Male,20,Business,75.43,99.06,71.66,64.18,81.30,0.74,69.67,62.67,F,29.60,Yes,No,Master's,Low,6,6
Male,20,Mathematics,67.74,67.38,59.42,76.40,81.00,9.35,56.44,86.66,B,15.40,Yes,Yes,N/A,Medium,6,8
Female,21,Mathematics,78.98,46.75,87.43,84.12,74.35,1.17,50.18,63.78,C,28.30,No,Yes,None,Low,2,8
Male,18,Engineering,86.67,99.56,93.48,56.26,50.40,2.50,87.19,80.50,A,15.50,No,Yes,PhD,Medium,8,6
Male,20,Engineering,53.16,41.37,84.55,67.71,62.92,9.29,59.31,92.33,D,7.60,Yes,Yes,N/A,Low,5,9
Male,18,CS,79.67,72.99,50.54,90.08,55.45,8.03,52.56,91.85,B,13.60,Yes,Yes,None,Low,10,6
Male,20,Mathematics,97.64,58.55,56.49,61.84,83.12,3.43,74.86,58.36,A,15.50,No,Yes,High School,Low,6,9
Male,24,Engineering,63.10,70.21,95.16,74.66,62.43,9.55,67.33,82.74,F,9.40,No,No,N/A,High,9,5
Male,22,CS,95.44,73.52,66.23,81.53,72.51,5.68,84.59,80.11,A,6.30,No,Yes,N/A,Low,8,5
Male,24,Engineering,97.51,54.41,96.47,83.56,67.67,0.72,55.37,64.10,B,12.90,No,Yes,High School,Medium,9,8
Female,20,CS,63.46,73.41,63.55,86.42,57.16,7.03,56.63,69.57,C,18.50,No,Yes,N/A,High,7,4
Female,22,Engineering,75.43,85.36,97.11,93.30,97.92,5.37,70.21,64.26,C,11.40,No,Yes,None,Low,1,8
Female,23,Engineering,61.94,55.99,95.54,69.64,96.67,5.73,76.02,76.85,F,29.00,Yes,Yes,Bachelor's,Medium,1,7
Male,18,CS,86.88,63.01,79.63,85.33,54.23,9.94,91.21,90.18,A,17.00,No,Yes,High School,Low,4,9
Female,20,CS,89.87,56.09,40.53,86.61,91.37,1.53,79.28,93.88,A,8.30,No,Yes,High School,Medium,2,9
Male,19,Mathematics,62.36,89.23,64.02,74.81,74.42,6.57,95.13,86.14,B,15.30,No,Yes,Bachelor's,High,9,6
Male,19,Business,85.79,83.50,94.67,98.41,88.69,4.59,60.89,74.17,A,22.70,Yes,Yes,Bachelor's,Low,4,7
Male,21,Business,90.61,92.27,93.11,93.26,57.56,2.72,79.81,97.90,B,17.20,No,Yes,Bachelor's,Low,5,5
Male,19,CS,67.93,50.20,51.24,74.81,56.61,6.94,82.76,78.19,B,13.30,Yes,Yes,None,Low,2,5
Female,22,Business,58.39,44.41,63.95,83.75,94.54,6.68,86.29,73.93,D,7.70,No,Yes,Bachelor's,Medium,9,7
Male,19,Engineering,54.60,47.16,90.13,85.89,94.89,8.56,99.43,92.84,D,16.50,No,Yes,Master's,Medium,8,5
Male,19,CS,78.77,49.66,74.67,74.81,73.30,8.79,73.40,59.23,F,7.40,No,Yes,None,High,7,5
Female,19,CS,98.90,71.98,90.84,93.19,93.51,5.62,68.47,57.89,A,14.30,No,Yes,Bachelor's,Low,7,4
Female,20,CS,91.15,98.25,89.59,84.51,83.37,3.26,92.61,89.13,B,7.90,No,Yes,Bachelor's,Low,8,4
Female,21,CS,71.79,61.43,94.45,82.91,59.25,5.30,58.84,93.53,F,21.90,Yes,Yes,Master's,Low,10,8
Male,18,Mathematics,76.83,97.51,47.03,61.04,66.45,3.59,51.85,53.64,B,24.30,Yes,Yes,PhD,High,10,4
Female,21,CS,63.98,42.29,48.71,70.39,56.80,2.77,72.18,88.20,A,11.10,No,Yes,N/A,Low,7,9
Male,22,Engineering,58.15,95.61,44.97,71.70,88.70,5.52,62.36,71.22,D,6.90,No,Yes,N/A,Low,10,4
Male,20,Engineering,74.10,50.87,96.12,86.68,99.26,6.58,69.83,85.19,F,13.70,Yes,Yes,Bachelor's,Medium,7,5
Female,23,CS,75.43,94.75,68.51,80.92,77.32,5.91,99.30,56.75,F,19.00,No,Yes,None,Low,6,6
Female,20,Engineering,76.10,43.37,43.86,54.29,82.79,9.54,67.42,98.65,A,24.20,No,Yes,None,Low,9,8
Female,24,CS,97.64,96.89,59.29,65.38,87.30,2.99,85.40,94.06,A,15.10,No,Yes,Bachelor's,Low,4,8
Male,19,Business,80.19,52.05,61.08,73.65,61.21,3.72,62.52,70.30,D,14.10,Yes,Yes,None,High,5,5
Male,19,CS,80.29,58.16,88.57,86.84,66.80,6.68,65.17,94.67,C,27.70,No,No,High School,Low,6,6
Male,22,Engineering,56.40,69.46,84.13,87.18,70.62,6.00,62.16,94.75,D,16.20,No,Yes,Bachelor's,Low,7,8
Male,23,Business,99.82,62.84,81.36,74.53,79.73,0.02,78.61,73.06,A,16.20,No,Yes,High School,Medium,5,7
Male,24,Business,88.64,80.05,41.31,55.85,92.52,3.12,61.31,97.34,A,15.20,Yes,Yes,Master's,Low,5,6
Male,20,Business,93.86,98.49,94.64,64.65,62.71,2.54,85.92,98.84,B,14.10,No,Yes,PhD,Medium,10,7
Female,23,Engineering,70.72,76.39,52.93,62.73,73.54,8.40,84.01,60.86,D,23.20,Yes,Yes,Master's,Medium,10,6
Male,18,CS,75.11,83.29,77.74,89.05,87.58,8.66,71.06,53.33,F,12.00,No,No,N/A,Low,6,6
Female,21,Engineering,76.10,45.28,43.71,59.00,54.37,2.84,51.28,66.56,B,14.50,No,Yes,PhD,Medium,10,8
Female,20,Business,59.70,77.67,44.89,73.25,75.64,1.02,51.13,74.44,F,12.10,Yes,Yes,Bachelor's,High,9,9
Female,23,Business,84.47,67.23,40.57,83.54,57.22,2.05,76.64,54.63,D,19.30,No,No,PhD,High,6,7
Female,18,CS,95.15,93.15,73.96,98.24,76.96,1.77,91.96,57.03,A,29.00,No,Yes,N/A,High,8,5
Female,18,CS,58.19,63.29,77.76,99.96,88.39,2.37,79.94,98.58,D,14.80,No,No,PhD,High,4,9
Male,24,Business,54.32,80.77,43.03,97.65,61.85,2.35,71.78,86.87,D,29.20,No,Yes,High School,High,7,8
Male,24,Engineering,86.91,53.69,57.43,85.91,92.47,4.80,94.11,93.75,B,21.40,No,Yes,None,Low,5,7
Male,21,CS,63.66,55.56,91.09,87.32,66.74,3.20,59.85,98.56,F,24.90,Yes,Yes,Bachelor's,Medium,4,7
Male,18,Engineering,81.19,62.57,46.08,87.96,59.54,5.60,67.97,68.91,D,13.30,Yes,No,Master's,Low,2,8
Female,22,Engineering,84.79,58.24,52.99,93.13,73.27,3.44,78.27,84.39,A,10.60,No,Yes,Master's,Medium,9,8
Female,18,Mathematics,66.10,55.23,65.46,97.59,93.80,8.15,64.58,59.20,B,19.40,No,Yes,Bachelor's,High,5,8
Female,23,Engineering,90.76,42.98,90.54,72.29,53.45,9.51,99.89,77.58,A,29.80,No,No,N/A,Low,6,9
Male,24,CS,77.50,90.20,55.29,70.83,66.38,4.04,72.62,60.49,A,22.80,Yes,Yes,Bachelor's,Low,1,6
Male,22,CS,93.45,43.86,99.83,73.02,82.66,0.49,52.59,58.02,A,22.00,No,Yes,PhD,High,4,5
Male,24,CS,75.43,93.24,61.32,82.99,67.88,2.40,58.80,54.92,D,16.30,No,Yes,None,Medium,5,6
Male,24,Engineering,93.43,47.53,63.19,88.77,53.54,1.02,76.62,78.99,B,27.00,No,Yes,High School,Low,4,8
Female,24,Engineering,51.01,43.92,47.33,93.53,66.60,3.45,77.50,97.49,C,22.40,No,Yes,None,Low,2,7
Female,18,CS,62.18,73.78,80.81,72.81,91.05,6.45,99.21,56.11,D,21.90,No,No,Master's,Medium,1,8
Male,19,Engineering,54.50,70.15,54.61,68.17,98.40,5.19,80.00,75.12,D,12.30,No,Yes,None,Medium,9,5
Male,18,Business,72.10,69.47,77.73,99.17,51.99,2.43,83.33,84.35,C,28.90,Yes,Yes,N/A,Medium,4,8
Female,24,CS,75.43,74.47,53.39,61.59,78.46,7.67,60.69,74.79,A,11.30,No,Yes,Bachelor's,Medium,8,5
Female,22,CS,73.38,57.22,63.27,74.81,55.27,1.31,55.34,95.59,F,18.10,No,Yes,Master's,Low,8,8
Female,18,Mathematics,92.49,79.78,91.40,85.77,84.02,2.28,80.10,58.31,B,13.50,Yes,Yes,None,Medium,4,6
Female,24,CS,66.36,70.14,84.33,74.81,50.39,6.76,93.24,51.21,C,9.50,No,Yes,PhD,High,8,9
Male,24,Business,66.98,60.08,49.28,69.97,50.74,1.97,79.37,69.16,D,8.60,No,Yes,N/A,Medium,4,7
Female,18,Engineering,94.78,89.59,76.46,64.62,88.84,6.79,72.14,77.77,A,12.30,No,Yes,Bachelor's,Low,6,8
Female,18,Business,71.29,83.66,77.72,58.44,53.72,9.77,78.91,62.73,C,22.20,Yes,Yes,High School,Medium,5,4
Female,22,Business,75.43,63.62,45.43,78.99,65.26,8.31,73.44,58.42,F,29.40,No,Yes,High School,Low,1,8
Female,18,Engineering,61.83,90.86,67.95,68.68,97.90,1.60,57.09,90.24,B,26.30,Yes,Yes,High School,Medium,9,6
Male,21,Business,97.44,95.22,55.64,74.81,99.26,5.20,87.06,59.43,A,10.50,No,Yes,PhD,Low,6,6
Male,23,Mathematics,78.73,72.21,68.03,59.79,58.07,4.22,76.65,72.13,D,7.00,No,Yes,None,Medium,10,8
Male,21,Engineering,75.43,52.90,86.62,88.39,78.05,9.92,69.97,97.72,A,22.20,Yes,Yes,Master's,Medium,9,5
Male,22,CS,54.48,94.95,49.50,65.74,77.96,9.64,77.98,80.64,F,5.80,No,Yes,None,Medium,4,5
Male,19,CS,74.63,51.37,47.40,67.14,72.62,1.27,62.06,74.89,A,26.50,No,Yes,High School,High,4,6
Male,21,Business,95.05,42.91,56.16,62.61,96.24,9.09,71.40,68.01,B,25.60,Yes,Yes,N/A,Low,4,7
Female,24,Engineering,93.85,59.65,97.14,71.72,87.70,1.93,81.12,76.02,B,24.80,No,Yes,N/A,Low,2,5
Female,23,CS,52.34,83.62,84.87,73.18,88.23,3.19,61.31,86.72,C,18.80,No,No,None,Medium,3,7
Female,20,CS,65.18,95.40,41.17,76.48,63.48,3.53,87.45,91.13,B,29.30,No,Yes,High School,High,5,6
Female,23,Engineering,72.17,78.24,64.06,98.38,71.72,2.87,76.05,82.49,A,16.50,No,Yes,Master's,High,4,6
Male,21,CS,58.61,97.11,55.44,95.23,74.37,8.53,93.09,89.52,D,29.70,No,Yes,Bachelor's,Low,1,5
Female,20,Engineering,86.50,45.54,78.29,80.47,64.95,3.30,92.36,54.42,A,27.00,Yes,Yes,N/A,Low,8,6
Male,22,Business,59.23,43.65,67.56,51.95,54.74,8.17,74.73,50.72,C,8.20,No,Yes,Bachelor's,Medium,4,5
Female,23,Engineering,67.33,76.25,97.87,74.81,56.32,9.94,59.77,86.72,C,27.40,Yes,Yes,None,Medium,4,5
Female,19,CS,83.16,97.97,53.14,54.48,59.03,8.41,86.83,63.09,C,12.60,No,Yes,PhD,High,7,4
Female,20,CS,74.10,70.16,75.27,85.52,60.18,3.46,70.93,93.88,D,24.20,No,Yes,N/A,Medium,6,6
Male,20,CS,86.93,43.09,82.01,69.50,62.11,7.11,79.73,76.79,A,5.00,No,No,PhD,High,2,5
Female,23,CS,98.06,53.27,89.53,91.88,62.77,5.34,55.36,73.93,A,11.90,Yes,Yes,Master's,Medium,4,9
Male,21,Engineering,55.83,54.69,64.42,74.81,72.79,7.87,81.58,88.64,D,24.00,No,Yes,PhD,Low,2,7
Male,20,Engineering,85.48,60.27,81.22,70.86,75.48,1.53,68.68,87.05,B,29.30,No,Yes,Master's,High,3,6
Female,22,CS,61.52,42.62,58.19,73.03,65.44,6.38,66.71,85.21,B,9.30,No,Yes,High School,Low,10,6
Male,23,CS,70.72,94.29,66.13,79.51,95.36,7.74,99.00,84.50,A,16.50,Yes,Yes,N/A,Low,6,6
Male,22,CS,51.64,70.93,93.74,74.81,77.66,7.61,71.62,75.77,C,19.70,No,Yes,Master's,High,9,6
Female,23,Mathematics,75.43,80.26,96.99,96.37,89.37,9.64,83.90,96.32,F,28.80,Yes,Yes,None,High,1,8
Female,22,Engineering,75.43,44.03,83.13,71.65,96.21,0.58,81.39,94.53,D,16.30,No,Yes,None,Low,4,5
Female,21,Business,67.10,43.25,62.46,58.34,58.16,3.46,55.22,66.47,B,28.30,Yes,Yes,Master's,Low,8,5
Female,23,Business,94.98,75.19,89.20,88.14,71.39,4.77,87.40,90.23,B,29.50,Yes,Yes,Master's,Medium,4,8
Female,24,Engineering,87.09,93.24,41.55,60.96,71.66,3.10,66.16,94.56,A,28.50,No,Yes,PhD,Medium,6,9
Female,19,Business,98.61,71.71,46.16,57.18,67.72,3.10,89.95,80.91,A,23.70,Yes,Yes,High School,Medium,1,7
Male,21,CS,79.95,92.67,79.68,78.14,50.45,1.76,80.38,77.78,A,8.20,No,Yes,N/A,High,10,4
Female,22,Engineering,62.09,88.66,57.47,83.57,90.80,8.13,65.85,83.59,D,20.10,Yes,Yes,Bachelor's,High,4,9
Female,23,CS,66.38,44.55,97.08,74.81,55.58,9.08,67.81,58.15,C,23.80,No,Yes,PhD,High,7,8
Male,21,Business,65.99,52.12,66.16,82.83,99.77,0.82,86.58,54.37,C,28.90,No,No,PhD,Low,6,5
Female,22,CS,66.32,79.46,65.76,55.78,88.65,1.55,77.50,91.01,A,24.40,No,Yes,None,Low,9,4
Male,18,Business,83.65,66.61,80.68,73.80,79.00,2.28,83.42,78.67,B,18.50,No,Yes,N/A,Medium,3,8
Female,18,CS,76.54,57.44,86.05,67.85,57.73,5.09,57.92,56.13,F,10.10,No,Yes,Master's,Medium,5,5
Female,20,Business,75.43,65.12,68.53,98.67,75.77,7.91,89.35,70.82,A,16.40,No,Yes,Bachelor's,Low,7,7
Male,19,CS,75.43,66.71,52.84,52.48,63.06,0.71,66.02,64.91,F,21.00,No,Yes,None,Low,1,4
Female,18,Engineering,51.11,94.63,86.40,64.91,62.62,6.37,80.99,93.77,D,13.10,No,Yes,PhD,Low,9,7
Male,24,Engineering,60.94,46.21,59.22,97.09,91.48,1.49,55.73,75.36,A,16.40,No,Yes,Bachelor's,Medium,9,4
Female,22,CS,55.37,56.78,50.51,99.17,69.03,9.71,66.07,78.88,C,5.40,Yes,No,PhD,Low,3,7
Female,21,Engineering,89.27,72.25,77.90,74.81,72.54,8.99,82.44,61.76,B,27.00,Yes,Yes,N/A,Medium,8,8
Male,23,Mathematics,55.62,81.90,45.43,53.80,92.15,9.50,63.71,89.95,C,5.90,No,Yes,PhD,Medium,2,7
Female,21,CS,75.43,77.84,98.28,78.07,54.39,1.06,94.02,96.51,A,15.20,No,Yes,N/A,Medium,4,8
Female,20,Mathematics,69.28,96.50,77.94,70.01,79.73,4.88,83.06,89.62,D,17.80,No,No,PhD,Medium,7,7
Male,21,Engineering,53.67,87.74,99.15,90.32,78.91,1.65,93.51,74.64,C,29.30,No,No,High School,Medium,9,7
Female,18,Business,90.64,73.42,60.33,52.75,71.26,6.00,69.77,91.75,A,28.40,Yes,Yes,None,Low,4,6
Male,21,CS,78.98,52.88,98.27,59.86,91.49,2.33,51.70,59.40,F,21.20,No,Yes,PhD,Medium,1,6
Female,18,Engineering,61.79,67.05,48.73,74.46,97.14,7.71,78.81,55.67,B,19.60,No,Yes,N/A,Low,7,6
Male,18,Business,94.73,81.60,42.44,57.88,73.27,6.44,66.96,71.91,A,14.20,No,Yes,N/A,Medium,3,5
Female,19,Engineering,52.26,90.28,41.98,84.64,72.81,5.72,72.41,59.08,D,6.00,No,Yes,High School,Low,10,5
Male,20,Engineering,60.09,97.58,67.89,91.04,75.10,8.25,84.06,62.96,B,11.70,Yes,Yes,N/A,Low,9,6
Male,24,CS,87.60,76.33,44.98,85.23,86.16,5.00,85.03,79.26,B,26.20,No,Yes,Bachelor's,Low,10,6
Female,24,CS,85.47,71.62,70.73,72.01,83.40,2.70,51.38,70.20,A,21.20,No,Yes,PhD,Low,9,7
Female,22,Engineering,64.46,41.06,59.65,93.92,61.14,6.21,88.47,93.29,D,25.40,Yes,Yes,N/A,Medium,2,6
Male,24,Business,53.10,44.33,60.14,74.81,53.19,9.57,74.68,61.28,F,25.90,No,No,PhD,Medium,7,8
Female,18,Engineering,92.90,49.37,78.14,63.02,97.46,6.01,77.83,99.84,A,6.60,Yes,Yes,N/A,Medium,8,6
Male,23,CS,75.43,43.29,49.79,74.48,63.05,6.30,64.90,67.97,A,13.40,Yes,Yes,Bachelor's,Medium,1,7
Female,20,Engineering,59.79,64.05,85.99,53.07,81.93,9.35,71.04,75.77,C,21.90,Yes,Yes,None,Medium,5,9
Female,22,CS,75.43,60.21,74.92,54.78,91.42,5.15,85.52,56.62,B,26.30,No,Yes,High School,Low,8,6
Male,24,Engineering,95.51,78.24,94.90,69.87,65.01,9.96,88.84,78.96,B,25.00,No,Yes,High School,Low,10,7
Male,24,Business,52.18,72.14,61.89,97.19,81.77,1.60,69.36,98.06,D,15.60,No,Yes,Master's,Medium,2,7
Female,23,Business,75.43,75.76,98.96,95.42,55.40,5.37,84.56,87.47,F,28.30,Yes,Yes,PhD,Low,1,7
Female,21,CS,78.62,68.32,74.55,73.30,98.50,2.13,62.90,62.20,C,12.50,No,Yes,High School,Medium,10,5
Female,20,Business,71.27,56.66,98.40,74.81,52.91,4.53,91.60,72.13,D,14.40,Yes,Yes,Master's,Medium,4,6
Female,23,Engineering,87.20,97.17,41.62,58.91,71.91,1.71,80.49,71.27,A,9.50,No,Yes,Bachelor's,Low,1,4
Female,24,Business,98.29,45.18,83.68,68.88,76.84,2.23,88.76,54.90,B,10.70,No,Yes,N/A,Medium,5,7
Male,20,CS,61.46,96.33,89.00,74.81,89.52,2.11,73.86,94.29,F,5.20,No,Yes,N/A,Low,8,5
Female,20,Engineering,57.18,58.67,43.19,54.15,56.06,3.20,61.46,69.07,D,12.70,No,Yes,Master's,Medium,8,8
Female,24,CS,95.64,70.76,74.74,83.69,72.04,1.35,71.46,74.71,A,12.70,Yes,Yes,PhD,Low,9,7
Male,21,Engineering,83.45,46.53,88.12,79.07,64.99,8.09,69.07,64.56,B,6.70,No,Yes,Bachelor's,Low,5,8
Male,21,CS,75.43,44.26,73.66,64.56,65.60,2.21,66.64,57.62,D,13.50,No,Yes,Bachelor's,High,8,8
Male,24,CS,75.43,65.77,43.83,88.95,88.94,4.17,60.61,95.11,B,12.50,No,Yes,Bachelor's,Medium,10,6
Female,20,CS,87.28,84.50,81.61,88.80,50.27,0.16,87.96,51.87,A,25.00,Yes,Yes,Master's,Low,5,5
Male,23,CS,88.65,56.16,43.64,74.55,87.45,1.05,54.32,69.99,B,8.90,Yes,Yes,PhD,Medium,7,9
Male,19,CS,95.99,73.74,89.05,54.83,90.52,8.96,94.38,86.53,A,23.10,No,Yes,High School,Low,8,9
Male,18,Engineering,71.34,56.72,42.58,95.92,95.07,8.37,58.75,65.44,A,8.20,Yes,Yes,PhD,Low,8,5
Male,21,CS,64.67,63.32,48.24,83.43,81.34,8.41,98.99,72.30,A,17.40,No,Yes,Master's,High,2,8
Female,24,Engineering,81.98,94.39,56.51,62.35,66.67,4.11,99.42,78.22,D,23.40,Yes,Yes,Bachelor's,Medium,1,4
Female,19,CS,70.79,91.35,78.00,80.52,71.36,1.42,69.92,99.75,C,20.20,No,Yes,None,Low,8,4
Female,21,Mathematics,79.73,70.96,98.58,70.25,98.49,1.08,99.39,87.92,F,21.10,No,Yes,High School,High,9,7
Male,20,Mathematics,71.00,54.29,47.07,81.77,94.06,6.06,93.45,98.36,D,10.20,Yes,Yes,PhD,Low,7,5
Male,24,CS,57.65,51.59,48.56,73.69,73.18,8.28,54.12,84.66,C,25.70,No,Yes,N/A,Low,8,8
Male,19,Engineering,73.47,97.25,62.13,74.27,97.15,9.00,97.37,63.45,A,28.80,No,Yes,N/A,Low,9,7
Male,24,CS,84.55,52.16,90.17,86.79,91.15,2.89,52.13,64.37,A,8.90,Yes,No,N/A,Low,10,8
Male,23,Mathematics,89.96,88.49,68.03,74.81,95.05,3.21,59.10,91.12,A,27.20,No,Yes,None,Low,10,5
Male,23,Engineering,74.67,62.14,59.30,54.00,84.15,1.01,79.23,71.39,A,14.90,No,Yes,N/A,Medium,10,8
Female,22,CS,58.26,99.14,73.67,53.27,92.88,7.74,54.04,68.51,F,22.50,Yes,Yes,PhD,Medium,4,5
Female,18,CS,70.73,62.09,55.63,65.25,94.59,2.76,58.09,97.25,F,17.70,No,Yes,Bachelor's,Medium,3,7
Male,18,CS,89.31,61.09,64.07,71.51,54.60,4.81,97.67,50.66,B,24.80,No,Yes,High School,Medium,4,7
Female,21,CS,70.64,78.25,59.96,63.76,98.26,9.29,99.73,76.25,D,6.10,Yes,Yes,N/A,Medium,10,4
Male,18,Engineering,84.83,97.69,88.25,74.81,66.68,7.52,89.91,88.75,F,13.10,Yes,Yes,Master's,Medium,3,9
Male,24,Engineering,75.36,98.57,95.46,59.76,71.99,0.53,75.76,86.81,F,6.20,No,Yes,Bachelor's,High,2,6
Female,24,CS,62.06,82.43,85.57,74.81,89.60,0.08,95.02,68.38,B,28.50,No,Yes,N/A,Low,1,8
Male,22,CS,89.81,85.28,66.35,88.66,83.24,7.87,55.59,76.78,A,9.30,No,Yes,PhD,High,4,7
Female,23,CS,54.21,73.80,70.26,56.22,94.65,5.53,97.14,50.28,D,15.60,No,No,N/A,Low,5,4
Male,19,CS,76.24,85.35,47.50,82.54,70.03,7.20,67.58,76.74,C,21.00,Yes,Yes,None,Low,8,8
Male,19,Business,60.44,91.59,84.81,98.07,68.66,1.57,93.07,79.52,F,16.50,No,Yes,None,Low,7,6
Female,23,CS,75.43,69.17,75.79,59.64,51.58,8.72,83.42,93.74,F,18.40,Yes,Yes,None,Medium,6,5
Male,20,Engineering,75.15,77.19,94.15,95.47,73.14,7.73,98.01,60.54,D,10.10,Yes,Yes,PhD,High,6,4
Male,23,CS,74.98,72.24,52.04,80.30,86.20,8.91,93.23,91.26,C,6.70,No,Yes,N/A,Low,5,5
Male,19,CS,85.35,73.75,85.58,79.55,65.06,3.41,94.39,85.90,A,11.40,No,Yes,Bachelor's,Medium,4,7
Female,21,Engineering,87.24,93.40,81.08,52.60,73.14,2.76,81.59,83.30,A,12.90,Yes,Yes,PhD,Low,8,5
Male,22,Engineering,86.39,61.34,55.95,87.42,60.97,1.52,91.66,69.72,A,15.40,Yes,Yes,Bachelor's,Medium,8,6
Male,23,Engineering,70.48,52.49,80.04,73.91,88.64,9.30,87.86,68.37,F,12.40,Yes,Yes,High School,Medium,10,8
Male,20,Engineering,81.58,67.38,95.46,86.06,53.03,1.77,58.08,85.16,B,5.90,Yes,Yes,N/A,Medium,3,9
Female,21,Engineering,78.85,52.49,95.11,90.46,85.27,1.19,82.43,99.51,B,7.40,No,Yes,N/A,High,8,8
Female,23,CS,71.08,69.90,83.18,76.19,68.95,1.93,57.41,70.27,D,21.80,Yes,No,PhD,Low,5,5
Female,21,Engineering,75.43,94.21,42.88,63.18,52.08,7.71,93.47,95.93,C,6.60,No,Yes,Bachelor's,High,1,6
Female,23,Engineering,97.36,77.05,92.34,57.08,92.67,8.90,53.30,79.33,B,6.20,No,Yes,N/A,Medium,8,7
Female,21,CS,59.64,91.33,79.47,58.03,74.39,8.11,99.35,93.41,F,25.30,No,Yes,Bachelor's,High,7,8
Male,24,Engineering,75.43,49.97,58.63,93.35,79.97,5.63,70.03,60.86,D,6.00,No,Yes,Master's,Low,7,7
Female,18,CS,52.67,94.05,51.24,74.81,86.60,9.94,58.53,88.11,D,6.70,No,Yes,High School,High,5,7
Female,21,CS,65.42,76.11,46.97,69.23,82.75,0.69,96.78,91.75,D,18.70,No,Yes,Master's,Low,5,5
Male,24,Engineering,75.43,41.91,43.01,66.71,86.54,8.67,52.27,91.61,A,16.10,No,Yes,Bachelor's,Medium,7,7
Female,18,Business,81.32,77.99,85.25,93.27,88.11,4.28,73.51,89.24,F,29.10,No,Yes,PhD,High,9,6
Male,19,Business,56.56,97.08,54.15,73.88,79.46,4.55,88.51,65.21,F,28.40,Yes,No,Bachelor's,High,10,7
Female,18,CS,75.43,44.75,41.46,74.81,68.28,1.28,65.84,76.10,B,21.50,Yes,No,PhD,Medium,1,8
Male,21,Engineering,91.43,74.95,63.84,86.85,62.16,0.33,76.44,64.99,A,6.80,Yes,Yes,None,Low,8,9
Male,22,Engineering,75.43,94.93,68.96,92.55,95.15,3.17,85.02,67.15,C,17.60,Yes,Yes,N/A,Medium,10,8
Female,22,CS,72.92,40.58,50.15,54.93,98.50,1.75,97.60,65.06,A,6.10,No,Yes,Bachelor's,Medium,9,8
Female,19,Business,96.65,77.85,42.64,62.66,67.88,4.83,55.14,64.21,B,27.70,No,Yes,N/A,Medium,7,6
Male,21,Business,91.54,68.49,51.35,56.77,55.62,1.47,57.86,84.67,A,21.50,Yes,Yes,Bachelor's,High,2,8
Male,18,Mathematics,74.97,60.82,80.75,73.18,61.13,1.38,75.44,82.51,D,19.30,No,Yes,N/A,Low,5,6
Male,22,CS,85.09,77.65,44.93,74.81,83.53,8.77,70.92,60.21,A,15.70,No,Yes,High School,Medium,4,4
Male,23,CS,78.35,43.16,73.30,58.45,58.65,9.21,70.54,84.58,D,17.70,Yes,Yes,Master's,Medium,7,8
Male,20,Business,79.40,85.18,48.78,56.51,89.01,9.64,64.85,64.55,B,15.00,Yes,Yes,None,Low,3,4
Male,21,Engineering,66.55,40.27,51.74,80.73,96.15,6.81,78.03,60.09,B,7.50,Yes,Yes,N/A,Low,8,5
